Project_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
952924582,$10,$15,$20,$30,$40,$40,$50,$125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718761061,$10,$25,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94525752,£5,£10,£30,£75,£115,"£1,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726089852,$1,$5,$25,$110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221307125,$1,$10,$25,$50,$100,$250,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092471577,$1,$10,$25,$50,$125,$250,$500,"$1,000","$2,500","$5,000","$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611025909,$5,$14,$16,$30,$35,$45,$55,$75,$100,$275,$600,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152455620,$1,$5,$10,$15,$25,$35,$50,$100,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518506560,$100,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974239802,$5,$20,$35,$55,$200,$800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064897814,$10,$25,$30,$50,$100,$250,$300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731606882,$1,$2,$10,$20,$25,$30,$50,$100,$200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680608346,$1,$5,$10,$12,$20,$25,$30,$50,$80,$150,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818758141,$10,$30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693358327,$20,$50,$100,$300,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120846286,£5,£10,£15,£30,£50,£800,"£1,000","£2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526056285,$1,$10,$25,$50,$100,$350,"$1,000","$2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65197337,$1,$5,$10,$25,$50,$50,$50,$75,$75,$100,$100,$100,$100,$100,$100,$250,$500,$500,$500,$500,"$1,000","$1,000","$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240737636,$1,$25,$50,$100,$250,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082509584,$20,$50,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224388175,$30,$50,$75,$150,$300,$500,"$1,000","$2,500","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045999444,$10,$12,$25,$28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824511918,$10,$25,$50,$100,$200,$300,$500,"$1,000","$3,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196772507,£8,£8,£20,£35,£100,£150,£200,£675,"£1,350","£2,000","£4,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947615776,$1,$5,$15,$25,$50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396846071,$1,$5,$25,$50,$100,"$2,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760685207,kr25,kr120,kr300,kr410,kr530,kr530,kr550,kr850,kr950,"kr1,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590358894,$10,$25,$75,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513349059,$1,$5,$10,$35,$40,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806138611,$30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934291983,$35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449181198,$1,$10,$25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228865442,$1,$5,$15,$25,$33,$40,$53,$76,$145,$155,$233,$320,$500,"$1,000","$2,500","$5,000","$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132419115,$25,$50,$100,$250,$500,"$1,000","$2,500","$5,000","$7,500","$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819797802,$1,$5,$10,$15,$20,$25,$25,$30,$35,$45,$60,$80,$110,$160,$260,$290,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984721293,$10,$25,$50,$100,$250,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232222838,$5,$10,$20,$55,$60,$75,$100,$135,$135,$300,"$1,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468162773,$5,$5,$25,$25,$100,$100,$300,"$2,300","$2,500","$2,500","$3,000","$3,500","$5,000","$5,000","$5,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737150281,$5,$25,$25,$25,$35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175869778,£1,£10,£25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009013341,$10,$18,$18,$36,$36,$72,$72,$144,$144,$500,"$1,000","$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083503054,$1,$10,$25,$42,$80,$100,$250,$500,$750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593747029,$10,$20,$30,$40,$100,$200,$300,$400,$500,"$1,000","$2,000","$3,000","$4,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217150341,$25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990414153,£15,£25,£50,£100,£250,£500,£750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888378287,£1,£5,£10,£20,£30,£50,£100,£150,£200,£250,£300,£500,"£1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093452043,$5,$10,$25,$50,$70,$100,$200,$300,$500,$500,"$2,000","$2,500","$6,000","$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15473142,$20,$35,$50,$100,$250,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272097826,£5,£10,£13,£25,£30,£40,£55,£80,£110,£125,£200,£300,£350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539372499,$25,$50,$100,$500,"$1,000","$2,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187666454,$1,$5,$10,$15,$25,$40,$40,$100,$200,$600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790176284,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40894095,$15,$20,$25,$30,$35,$40,$50,$75,$100,$150,$200,$250,$250,$500,"$1,000","$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110326264,$1,$15,$25,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355749215,$1,$5,$10,$10,$15,$20,$25,$25,$30,$45,$50,$100,$120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275271162,$5,$26,$101,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670425531,$25,$30,$75,$500,"$1,000","$5,000","$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049433337,$5,$10,$20,$50,$100,$350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193560102,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529746001,$1,$15,$25,$50,$100,$200,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151245880,$5,$15,$25,$50,$75,$125,$250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724855953,£1,£10,£15,£22,£25,£35,£80,£95,£140,£200,£295,"£1,500","£2,500","£5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26353329,$1,$6,$21,$51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424116819,$10,$25,$35,$50,$75,$100,$200,$350,$500,$750,"$1,000","$2,000","$2,500","$3,500","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69928394,$10,$25,"$1,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015036065,$1,$5,$10,$25,$50,$80,$100,$125,$150,$175,$200,$250,$500,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882967864,$5,$10,$15,$25,$50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090679519,$10,$20,$30,$50,$100,$250,$500,"$1,000","$2,500","$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617571133,$10,$18,$30,$45,$50,$65,$100,$300,$500,$500,"$1,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359150999,$1,$5,$10,$25,$50,$100,$100,$250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490117882,$10,$20,$40,$60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313062200,$1,$10,$30,$50,$75,$120,$250,$750,"$1,500","$2,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330432679,$5,$10,$15,$35,$40,$45,$65,$70,$70,$75,$75,$100,$100,$100,$100,$150,$150,$200,$300,$400,$500,$900,$900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175653394,$10,$50,$300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562469653,$2,$5,$43,$53,$88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822460801,£1,£29,£35,£69,£99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539343882,£5,£10,£15,£25,£35,£50,£100,£500,"£1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354105488,£5,£7,£10,£12,£15,£20,£25,£50,£75,£100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626736453,$9,$25,$50,$100,$150,$200,$250,$300,$400,$700,$800,"$1,000","$1,000","$1,200","$1,200","$1,200","$1,300","$1,400","$1,500","$1,800","$2,000","$2,400","$2,400","$3,000","$3,200","$3,200","$4,560","$5,000","$6,500","$10,000",,,,,,,,,,,,,,,,,,,,,
Project_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1808704457,$25,$100,$250,$500,"$1,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757908980,$1,$10,$50,$100,$200,$500,"$1,000","$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871612243,$10,$25,$50,$100,$500,"$1,000","$2,500","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536874474,$25,$50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443281427,$2,$10,$20,$30,$50,$60,$70,$100,$150,$250,$350,$400,$500,$750,"$1,000","$2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388605251,$1,$5,$10,$25,$50,$100,$250,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824393997,$10,$15,$20,$25,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884540877,$5,$10,$25,$50,$100,$250,$500,"$1,000","$1,000","$2,500","$5,000","$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388623079,$5,$25,$50,$100,$250,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127135851,£20,£50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906151419,$25,$100,$250,$500,"$1,000","$2,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393362214,$25,$100,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455346663,$1,$25,$75,$101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646236456,$5,$15,$30,$50,$75,$85,$100,$125,$240,$500,$750,"$1,000","$1,000","$2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117070704,$15,$40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070666816,$1,$70,$75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468748766,$5,$15,$25,$30,$50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363259320,$1,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922702509,$1,$5,$8,$12,$28,$28,$37,$85,$120,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752433746,$10,$15,$25,$35,$50,$100,$350,$750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594078508,$5,$15,$25,$50,$100,$200,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570188875,$1,$5,$25,$45,$75,$120,$210,$300,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880994337,$3,$10,$15,$25,$25,$50,$50,$50,$75,$100,$200,"$1,000","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658929432,$1,$5,$15,$20,$25,$25,$35,$40,$50,$100,$100,$150,$200,$300,$400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047539679,$20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777104086,$10,$25,$50,$75,$100,$200,$300,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545293813,€2,€10,€15,€25,€30,€50,€80,€150,€250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008566105,$20,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146953899,$10,$25,$50,$100,$250,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648170240,$5,$10,$25,$40,$50,$100,$150,$200,$300,$500,$750,"$1,000","$2,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653985368,$1,$10,$15,$30,$50,$75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609573664,£3,£15,£20,£50,£150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689938529,$25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347201299,$5,$15,$20,$36,$48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946696035,$5,$10,$15,$20,$25,$30,$40,$50,$50,$55,$60,$100,$200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166842075,$15,$20,$25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702168675,$1,$16,$25,$75,$125,$250,$500,$750,"$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696334572,$2,$10,$25,$50,$100,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211268852,$5,$10,$25,$50,$100,$250,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750333094,$10,$25,$50,$100,$175,$275,$500,"$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565400062,£1,£10,£50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347444115,$5,$10,$15,$25,$35,$50,$90,$100,$120,$150,$200,$300,$400,$750,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139062114,$29,$99,$109,$119,$129,$198,$999,"$2,500","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139296597,$1,$10,$25,$30,$40,$60,$70,$100,$150,$200,$350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448529714,£5,£10,£20,£40,£50,£70,£100,£125,£200,"£1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106012525,$1,$5,$25,$50,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402889118,£5,£10,£25,£35,£40,£50,£75,£80,£100,£100,£105,£125,£125,£250,£250,£250,£250,£375,£375,£750,"£1,000","£1,750","£5,000","£5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
580004301,£1,£2,£7,£12,£18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057763119,$5,$5,$10,$10,$20,$50,$75,$100,$200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060111198,$3,$10,$25,$125,$125,$140,$140,$155,$155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175888375,$1,$10,$20,$22,$23,$25,$42,$43,$45,$48,$70,$88,$92,$145,$195,$250,$350,$575,$950,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669185245,$1,$5,$10,$20,$50,$100,$500,"$1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494746406,$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923628108,$5,$15,$25,$25,$30,$50,$50,$50,$100,$250,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918137884,$10,$30,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503744203,$5,$35,$65,$85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717944561,$25,$100,$250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423451484,$1,$5,$10,$25,$30,$35,$50,$75,$100,$175,$225,$350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048678381,$5,$10,$15,$25,$50,$75,$100,$250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82658127,$10,$25,$50,$100,$250,$500,"$10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133977165,$1,$5,$7,$10,$20,$30,$40,$50,$100,$150,$300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142524982,$1,$5,$15,$80,$100,$140,$220,$700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131831217,$10,$20,$50,$75,$100,$250,"$2,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676215364,$15,$25,$40,$60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267201854,$1,$5,$15,$25,$30,$35,$40,$50,$55,$75,$125,$250,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156806836,$7,$15,$30,$50,$75,$100,$250,$500,"$1,000","$2,500","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165666355,$1,$20,$50,$80,$400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339243794,$10,$25,$50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342184895,$5,$10,$35,$35,$65,$85,$105,$135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073788207,$5,$10,$20,$50,$150,$250,$350,$550,$650,"$1,250","$1,550","$2,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419128447,$30,$350,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143184359,$10,$100,$500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585936491,$1,$10,$25,$50,$75,$150,$250,$500,"$1,500","$2,500","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075062552,$25,$50,$100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003851620,$1,$10,$25,$50,$100,$250,$500,"$1,000","$2,500","$5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660666627,£1,£22,£25,£27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552533675,£1,£5,£15,£25,£50,£100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103430819,$10,$242,$242,$342,$432,$690,"$1,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753774022,$25,$50,$150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
